時間,成交價,成交張數
2024-05-19 12:19:45,512.0,1.0
2024-05-19 12:19:40,512.0,4.0
2024-05-19 12:19:30,512.0,1.0
2024-05-19 12:19:25,512.0,1.0
2024-05-19 12:19:20,512.0,1.0
2024-05-19 12:19:10,512.0,10.0
2024-05-19 12:19:05,511.0,2.0
2024-05-19 12:18:55,512.0,1.0
2024-05-19 12:18:50,512.0,1.0
2024-05-19 12:18:40,512.0,1.0
2024-05-19 12:18:35,511.0,2.0
2024-05-19 12:18:30,511.0,2.0
2024-05-19 12:18:25,511.0,1.0
2024-05-19 12:18:20,512.0,2.0
2024-05-19 12:18:15,512.0,1.0
2024-05-19 12:18:05,512.0,3.0
2024-05-19 12:18:00,511.0,12.0
2024-05-19 12:17:55,511.0,1.0
2024-05-19 12:17:50,510.0,2.0
2024-05-19 12:17:45,511.0,2.0
2024-05-19 12:17:40,511.0,1.0
2024-05-19 12:17:30,511.0,2.0
2024-05-19 12:17:25,511.0,1.0
2024-05-19 12:17:15,511.0,2.0
2024-05-19 12:17:10,511.0,1.0
2024-05-19 12:17:05,511.0,1.0
2024-05-19 12:16:55,511.0,1.0
2024-05-19 12:16:50,511.0,1.0
2024-05-19 12:16:45,511.0,2.0
2024-05-19 12:16:40,512.0,2.0
2024-05-19 12:16:35,512.0,1.0
2024-05-19 12:16:30,512.0,1.0
2024-05-19 12:16:20,512.0,2.0
2024-05-19 12:16:15,512.0,1.0
2024-05-19 12:16:10,512.0,1.0
2024-05-19 12:16:05,511.0,2.0
2024-05-19 12:16:00,511.0,1.0
2024-05-19 12:15:55,511.0,1.0
2024-05-19 12:15:45,511.0,1.0
2024-05-19 12:15:40,511.0,3.0
2024-05-19 12:15:30,511.0,3.0
2024-05-19 12:15:25,511.0,8.0
2024-05-19 12:15:20,512.0,1.0
2024-05-19 12:15:10,512.0,7.0
2024-05-19 12:15:05,511.0,2.0
2024-05-19 12:14:55,511.0,2.0
2024-05-19 12:14:50,511.0,1.0
2024-05-19 12:14:45,511.0,3.0
2024-05-19 12:14:35,511.0,1.0
2024-05-19 12:14:30,511.0,1.0
2024-05-19 12:14:20,511.0,2.0
